document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-12963,Citric Acid and Certain Citrate Salts From India: Preliminary Affirmative Countervailing Duty Determination and Alignment of Final Determination With Final Antidumping Duty Determination,Notice,,2026-06-26,,,Commerce Department; International Trade Administration,C-533-947,https://www.federalregister.gov/documents/2026/06/26/2026-12963/citric-acid-and-certain-citrate-salts-from-india-preliminary-affirmative-countervailing-duty,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12963.pdf,True
2026-12962,Citric Acid and Certain Citrate Salts from Canada: Preliminary Affirmative Countervailing Duty Determination and Alignment of Final Determination With Final Antidumping Duty Determination,Notice,,2026-06-26,,,Commerce Department; International Trade Administration,C-122-878,https://www.federalregister.gov/documents/2026/06/26/2026-12962/citric-acid-and-certain-citrate-salts-from-canada-preliminary-affirmative-countervailing-duty,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12962.pdf,True
2026-12961,Twist Ties From People's Republic of China: Final Results of the Expedited First Sunset Review of the Countervailing Duty Order,Notice,,2026-06-26,,,Commerce Department; International Trade Administration,C-570-132,https://www.federalregister.gov/documents/2026/06/26/2026-12961/twist-ties-from-peoples-republic-of-china-final-results-of-the-expedited-first-sunset-review-of-the,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12961.pdf,True
2026-12960,Silicon Metal From Republic of Kazakhstan: Final Results of the Expedited First Sunset Review of the Countervailing Duty Order,Notice,,2026-06-26,,,Commerce Department; International Trade Administration,C-834-811,https://www.federalregister.gov/documents/2026/06/26/2026-12960/silicon-metal-from-republic-of-kazakhstan-final-results-of-the-expedited-first-sunset-review-of-the,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12960.pdf,True
2026-12959,"Determination That Prednisolone Tablet, 5 Milligrams, Was Not Withdrawn From Sale for Reasons of Safety or Effectiveness",Notice,Notice.,2026-06-26,,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2025-P-5535,https://www.federalregister.gov/documents/2026/06/26/2026-12959/determination-that-prednisolone-tablet-5-milligrams-was-not-withdrawn-from-sale-for-reasons-of,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12959.pdf,True
2026-12958,Agency Forms Undergoing Paperwork Reduction Act Review,Notice,,2026-06-26,,,Health and Human Services Department; Centers for Disease Control and Prevention,30Day-26-0222,https://www.federalregister.gov/documents/2026/06/26/2026-12958/agency-forms-undergoing-paperwork-reduction-act-review,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12958.pdf,True
2026-12957,Sunshine Act Meetings; Correction,Notice,Notice; correction.,2026-06-26,,,Postal Service,,https://www.federalregister.gov/documents/2026/06/26/2026-12957/sunshine-act-meetings-correction,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12957.pdf,True
2026-12956,"TZP SBIC Partners I, L.P.; Notice Seeking Exemption Under Section 312 of the Small Business Investment Act, Conflicts of Interest",Notice,,2026-06-26,,,Small Business Administration,License No. 30002102,https://www.federalregister.gov/documents/2026/06/26/2026-12956/tzp-sbic-partners-i-lp-notice-seeking-exemption-under-section-312-of-the-small-business-investment,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12956.pdf,True
2026-12955,Process for Authorizing Seasonal Migratory Game Bird Hunting,Proposed Rule,Proposed rule.,2026-06-26,,2026-07-27,Interior Department; Fish and Wildlife Service,Docket No. FWS-HQ-MB-2024-0206; FF09M32000-267-FXMB1231099BPP0,https://www.federalregister.gov/documents/2026/06/26/2026-12955/process-for-authorizing-seasonal-migratory-game-bird-hunting,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12955.pdf,True
2026-12954,"Harbert Mezzanine Partners II SBIC, L.P.; Surrender of License of Small Business Investment Company",Notice,,2026-06-26,,,Small Business Administration,License No. 04040298,https://www.federalregister.gov/documents/2026/06/26/2026-12954/harbert-mezzanine-partners-ii-sbic-lp-surrender-of-license-of-small-business-investment-company,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12954.pdf,True
2026-12953,"Determination That RECTIV (Nitroglycerin) Ointment, 0.4%, Was Not Withdrawn From Sale for Reasons of Safety or Effectiveness",Notice,Notice.,2026-06-26,,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2026-P-4566,https://www.federalregister.gov/documents/2026/06/26/2026-12953/determination-that-rectiv-nitroglycerin-ointment-04-was-not-withdrawn-from-sale-for-reasons-of,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12953.pdf,True
2026-12952,"Production Activity Not Authorized; Foreign-Trade Zone (FTZ) 75; Catalina Components, Inc.; (Vehicle Parts); Chandler, Arizona; Correction",Notice,,2026-06-26,,,Commerce Department; Foreign-Trade Zones Board,B-49-2025,https://www.federalregister.gov/documents/2026/06/26/2026-12952/production-activity-not-authorized-foreign-trade-zone-ftz-75-catalina-components-inc-vehicle-parts,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12952.pdf,True
2026-12951,Process for Authorizing Seasonal Migratory Game Bird Hunting,Rule,Direct final rule; request for comments.,2026-06-26,2026-08-25,2026-07-27,Interior Department; Fish and Wildlife Service,Docket No. FWS-HQ-MB-2026-1421; FF09M32000-267-FXMB1231099BPP0,https://www.federalregister.gov/documents/2026/06/26/2026-12951/process-for-authorizing-seasonal-migratory-game-bird-hunting,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12951.pdf,True
2026-12950,"Wasatch Venture Fund II, LLC; Surrender of License of Small Business Investment Company",Notice,,2026-06-26,,,Small Business Administration,License No. 08080154,https://www.federalregister.gov/documents/2026/06/26/2026-12950/wasatch-venture-fund-ii-llc-surrender-of-license-of-small-business-investment-company,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12950.pdf,True
2026-12949,"FCP Fund II, L.P.; Surrender of License of Small Business Investment Company",Notice,,2026-06-26,,,Small Business Administration,License No. 07/07-0115,https://www.federalregister.gov/documents/2026/06/26/2026-12949/fcp-fund-ii-lp-surrender-of-license-of-small-business-investment-company,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12949.pdf,True
2026-12948,Nominations Request for the Good Neighbor Environmental Board,Notice,Notice.,2026-06-26,,2026-08-10,Environmental Protection Agency,FRL-13483-01-OA,https://www.federalregister.gov/documents/2026/06/26/2026-12948/nominations-request-for-the-good-neighbor-environmental-board,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12948.pdf,True
2026-12947,Open Meeting of the Taxpayer Advocacy Panel Joint Committee,Notice,Notice of meeting.,2026-06-26,,,Treasury Department; Internal Revenue Service,,https://www.federalregister.gov/documents/2026/06/26/2026-12947/open-meeting-of-the-taxpayer-advocacy-panel-joint-committee,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12947.pdf,True
2026-12946,"Unaccompanied Children Program Foundational Rule; Sponsor Assessment Update To Include Proof of Identity, Background Check, Placement, and Income Verification Standards",Proposed Rule,Notice of proposed rulemaking.,2026-06-26,,2026-08-25,Health and Human Services Department; Children and Families Administration,,https://www.federalregister.gov/documents/2026/06/26/2026-12946/unaccompanied-children-program-foundational-rule-sponsor-assessment-update-to-include-proof-of,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12946.pdf,True
2026-12945,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Notice,Notice.,2026-06-26,,2026-07-27,Health and Human Services Department; Centers for Medicare & Medicaid Services,Document Identifiers: CMS-367a-e and CMS-10108,https://www.federalregister.gov/documents/2026/06/26/2026-12945/agency-information-collection-activities-submission-for-omb-review-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12945.pdf,True
2026-12944,Safety Zones; Recurring Safety Zones in Captain of the Port Northern Great Lakes,Rule,Notification of enforcement of regulation.,2026-06-26,,,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0764,https://www.federalregister.gov/documents/2026/06/26/2026-12944/safety-zones-recurring-safety-zones-in-captain-of-the-port-northern-great-lakes,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12944.pdf,True
2026-12943,Enterprise Duty To Serve Underserved Markets; Correction,Proposed Rule,Notice of proposed rulemaking; correction.,2026-06-26,2026-06-26,2026-07-24,Federal Housing Finance Agency,,https://www.federalregister.gov/documents/2026/06/26/2026-12943/enterprise-duty-to-serve-underserved-markets-correction,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12943.pdf,True
2026-12942,Safety Zones; Annual Events Requiring Safety Zones in the Captain of the Port Lake Michigan Zone,Rule,Notification of enforcement of regulation.,2026-06-26,,,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0675,https://www.federalregister.gov/documents/2026/06/26/2026-12942/safety-zones-annual-events-requiring-safety-zones-in-the-captain-of-the-port-lake-michigan-zone,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12942.pdf,True
2026-12941,"Safety Zone; Los Angeles Channel, Los Angeles, CA",Rule,Temporary final rule.,2026-06-26,2026-06-26,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0611,https://www.federalregister.gov/documents/2026/06/26/2026-12941/safety-zone-los-angeles-channel-los-angeles-ca,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12941.pdf,True
2026-12940,Safety Zones; Annual Events Requiring Safety Zones in the Captain of the Port Lake Michigan Zone,Rule,Notification of enforcement of regulation.,2026-06-26,,,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0552,https://www.federalregister.gov/documents/2026/06/26/2026-12940/safety-zones-annual-events-requiring-safety-zones-in-the-captain-of-the-port-lake-michigan-zone,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12940.pdf,True
2026-12939,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; The 8th Drinking Water Infrastructure Needs Survey and Assessment (New),Notice,Notice.,2026-06-26,,2026-07-27,Environmental Protection Agency,EPA-HQ-OW-2024-0561; FRL-13479-01-OMS,https://www.federalregister.gov/documents/2026/06/26/2026-12939/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12939.pdf,True
2026-12938,Public Water System Supervision Program Revision for New York; Notice of Approval and Opportunity for Public Comment and Public Hearing,Notice,Notice.,2026-06-26,,,Environmental Protection Agency,FRL-13441-01-R2,https://www.federalregister.gov/documents/2026/06/26/2026-12938/public-water-system-supervision-program-revision-for-new-york-notice-of-approval-and-opportunity-for,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12938.pdf,True
2026-12937,"List of Bulk Drug Substances for Which There Is a Clinical Need Under Section 503B of the Federal Food, Drug, and Cosmetic Act; Extension of Comment Period",Notice,Notice; extension of comment period.,2026-06-26,,2026-05-01,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-2018-N-3240,https://www.federalregister.gov/documents/2026/06/26/2026-12937/list-of-bulk-drug-substances-for-which-there-is-a-clinical-need-under-section-503b-of-the-federal,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12937.pdf,True
2026-12936,Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,Notice,,2026-06-26,,,Federal Reserve System,,https://www.federalregister.gov/documents/2026/06/26/2026-12936/change-in-bank-control-notices-acquisitions-of-shares-of-a-bank-or-bank-holding-company,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12936.pdf,True
2026-12935,Air Quality Plan; California; Mojave Desert Air Quality Management District; Rescissions of Outdated Requirements Within Riverside County,Proposed Rule,Proposed rule.,2026-06-26,,2026-07-27,Environmental Protection Agency,EPA-R09-OAR-2026-4489; FRL-13421-01-R9,https://www.federalregister.gov/documents/2026/06/26/2026-12935/air-quality-plan-california-mojave-desert-air-quality-management-district-rescissions-of-outdated,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12935.pdf,True
2026-12933,Drugs for Human Use; Drug Efficacy Study Implementation: Estrogen-Androgen Fixed-Combination Drug Products; Extension of Effective Date of Final Resolution of Drug Efficacy Study Implementation 7661,Notice,Notice; extension of effective date.,2026-06-26,2026-05-27,,Health and Human Services Department; Food and Drug Administration,Docket No. FDA-1998-P-0083 (formerly 76N-0377); DESI 7661,https://www.federalregister.gov/documents/2026/06/26/2026-12933/drugs-for-human-use-drug-efficacy-study-implementation-estrogen-androgen-fixed-combination-drug,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12933.pdf,True
2026-12932,Southern California Annual Firework Events for the Los Angeles Long Beach Captain of the Port Zone,Rule,Notification of enforcement of regulation.,2026-06-26,,,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0479,https://www.federalregister.gov/documents/2026/06/26/2026-12932/southern-california-annual-firework-events-for-the-los-angeles-long-beach-captain-of-the-port-zone,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12932.pdf,True
2026-12931,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",Notice,,2026-06-26,,,Federal Reserve System,,https://www.federalregister.gov/documents/2026/06/26/2026-12931/formations-of-acquisitions-by-and-mergers-of-bank-holding-companies,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12931.pdf,True
2026-12930,"Agency Information Collection Activities; Proposed Information Collection Request; Comment Request; Emergency Planning and Community Right to Know Act (EPCRA) and Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) Continuous Release Reports",Notice,Notice.,2026-06-26,,2026-08-25,Environmental Protection Agency,EPA-HQ-SFUND-2015-0100; FRL-13453-01-OLEM,https://www.federalregister.gov/documents/2026/06/26/2026-12930/agency-information-collection-activities-proposed-information-collection-request-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12930.pdf,True
2026-12929,Agency Information Collection Activities; Proposed Information Collection Request; Comment Request; Emergency Planning and Community Right-to-Know Act (EPCRA) Emergency Notifications,Notice,Notice.,2026-06-26,,2026-08-25,Environmental Protection Agency,EPA-HQ-SFUND-2005-0008; FRL-13452-01-OLEM,https://www.federalregister.gov/documents/2026/06/26/2026-12929/agency-information-collection-activities-proposed-information-collection-request-comment-request,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12929.pdf,True
2026-12928,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to the U.S. Army Corps of Engineers Bonneville Lock 1 Bridge Replacement Project on the Columbia River in Oregon.,Notice,Notice; proposed incidental harassment authorizations; request for comments on proposed authorizations and possible renewals.,2026-06-26,,2026-07-27,Commerce Department; National Oceanic and Atmospheric Administration,RTID 0648-XF801,https://www.federalregister.gov/documents/2026/06/26/2026-12928/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to-the,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12928.pdf,True
2026-12927,"U.S. Ecology Nevada, Inc. High Mercury Subcategory Wastes Land Disposal Restrictions Variance",Rule,Final rule.,2026-06-26,2026-07-27,,Environmental Protection Agency,EPA-HQ-OLEM-2025-2038; FRL-8504-04-OLEM,https://www.federalregister.gov/documents/2026/06/26/2026-12927/us-ecology-nevada-inc-high-mercury-subcategory-wastes-land-disposal-restrictions-variance,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12927.pdf,True
2026-12926,Environmental Impact Statements; Notice of Availability,Notice,,2026-06-26,,,Environmental Protection Agency,FRL OPRM-FAD-228,https://www.federalregister.gov/documents/2026/06/26/2026-12926/environmental-impact-statements-notice-of-availability,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12926.pdf,True
2026-12925,"Medicare Program; CY 2027 Changes to the End-Stage Renal Disease (ESRD) Prospective Payment System, Acute Kidney Injury Dialysis (AKI) Payment, and ESRD Quality Incentive Program",Proposed Rule,Proposed rule.,2026-06-26,,2026-08-24,Health and Human Services Department; Centers for Medicare & Medicaid Services,CMS-1846-P,https://www.federalregister.gov/documents/2026/06/26/2026-12925/medicare-program-cy-2027-changes-to-the-end-stage-renal-disease-esrd-prospective-payment-system,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12925.pdf,True
2026-12924,Nondiscrimination in Federally-Assisted Programs of the Department of Veterans Affairs,Proposed Rule,Proposed rule.,2026-06-26,,2026-07-27,Veterans Affairs Department,,https://www.federalregister.gov/documents/2026/06/26/2026-12924/nondiscrimination-in-federally-assisted-programs-of-the-department-of-veterans-affairs,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12924.pdf,True
2026-12923,Sunshine Act Meetings: Notice of Meeting To Be Held With Less Than Seven Days' Advance Notice,Notice,,2026-06-26,,,Federal Deposit Insurance Corporation,,https://www.federalregister.gov/documents/2026/06/26/2026-12923/sunshine-act-meetings-notice-of-meeting-to-be-held-with-less-than-seven-days-advance-notice,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12923.pdf,True
2026-12922,Transport Airplane and Propulsion Certification Modernization,Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-06-26,,2026-08-25,Transportation Department; Federal Aviation Administration,Docket No.: FAA-2026-0430; Notice No. 26-09,https://www.federalregister.gov/documents/2026/06/26/2026-12922/transport-airplane-and-propulsion-certification-modernization,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12922.pdf,True
2026-12921,Air Plan Approval; Ohio; Source-Specific Non-CTG RACT and SIP Strengthening for Ohio,Rule,Final rule.,2026-06-26,2026-06-26,,Environmental Protection Agency,EPA-R05-OAR-2025-0032; FRL-13008-02-R5,https://www.federalregister.gov/documents/2026/06/26/2026-12921/air-plan-approval-ohio-source-specific-non-ctg-ract-and-sip-strengthening-for-ohio,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12921.pdf,True
2026-12920,Air Plan Approval; Ohio; Source-Specific Non-CTG RACT,Rule,Final rule.,2026-06-26,2026-06-26,,Environmental Protection Agency,EPA-R05-OAR-2025-0237; FRL-13273-02-R5,https://www.federalregister.gov/documents/2026/06/26/2026-12920/air-plan-approval-ohio-source-specific-non-ctg-ract,https://www.govinfo.gov/content/pkg/FR-2026-06-26/pdf/2026-12920.pdf,True
