document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-11957,"Amendment of Class D and Class E Airspace; Chicago/Rockford, IL",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-06-15,,2026-07-30,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-6997; Airspace Docket No. 26-AGL-13,https://www.federalregister.gov/documents/2026/06/15/2026-11957/amendment-of-class-d-and-class-e-airspace-chicagorockford-il,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11957.pdf,True
2026-11956,Wilderness Administration and Resource Stewardship; Request for Information,Notice,Notice; request for public comment.,2026-06-15,,2026-08-14,Interior Department; Fish and Wildlife Service,Docket No. FWS-HQ-NWRS-2026-2575; FXRS12610900000-267-FF09R20000,https://www.federalregister.gov/documents/2026/06/15/2026-11956/wilderness-administration-and-resource-stewardship-request-for-information,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11956.pdf,True
2026-11955,Records Schedules; Availability and Request for Comments,Notice,Notice of availability of proposed records schedules; request for comments.,2026-06-15,,,National Archives and Records Administration,NARA-26-0298; NARA-2026-023,https://www.federalregister.gov/documents/2026/06/15/2026-11955/records-schedules-availability-and-request-for-comments,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11955.pdf,True
2026-11953,New Postal Products,Notice,Notice.,2026-06-15,,,Postal Regulatory Commission,Docket Nos. MC2026-270 and K2026-268,https://www.federalregister.gov/documents/2026/06/15/2026-11953/new-postal-products,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11953.pdf,True
2026-11952,"Policy Review: BLM Manual 6330, Management of BLM Wilderness Study Areas",Notice,Notice of policy and procedural guidance.,2026-06-15,,2026-08-14,Interior Department; Land Management Bureau,A2407-014-004-065516; #O2509-014-004-125222,https://www.federalregister.gov/documents/2026/06/15/2026-11952/policy-review-blm-manual-6330-management-of-blm-wilderness-study-areas,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11952.pdf,True
2026-11951,"Policy Review: BLM Manual 6320, Considering Lands With Wilderness Characteristics in the BLM Land Use Planning Process",Notice,Notice of policy and procedural guidance.,2026-06-15,,2026-08-14,Interior Department; Land Management Bureau,A2407-014-004-065516; #O2509-014-004-125222,https://www.federalregister.gov/documents/2026/06/15/2026-11951/policy-review-blm-manual-6320-considering-lands-with-wilderness-characteristics-in-the-blm-land-use,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11951.pdf,True
2026-11950,Draft Policy and Guidance for Managing Recreational Climbing in BLM-Managed Units of the National Wilderness Preservation System,Notice,Notice of policy and procedural guidance.,2026-06-15,,2026-08-14,Interior Department; Land Management Bureau,A2407-014-004-065516; #O2509-014-004-125222,https://www.federalregister.gov/documents/2026/06/15/2026-11950/draft-policy-and-guidance-for-managing-recreational-climbing-in-blm-managed-units-of-the-national,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11950.pdf,True
2026-11949,"Policy Review: BLM Manual 6340, Management of Designated Wilderness Areas",Notice,Notice of policy and procedural guidance.,2026-06-15,,2026-08-14,Interior Department; Land Management Bureau,A2407-014-004-065516; #O2509-014-004-125222,https://www.federalregister.gov/documents/2026/06/15/2026-11949/policy-review-blm-manual-6340-management-of-designated-wilderness-areas,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11949.pdf,True
2026-11947,"Amendment of Class D and Class E Airspace and Revocation of Class E Airspace; Muncie and Alexandria, IN",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-06-15,,2026-07-30,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-6967; Airspace Docket No. 26-AGL-11,https://www.federalregister.gov/documents/2026/06/15/2026-11947/amendment-of-class-d-and-class-e-airspace-and-revocation-of-class-e-airspace-muncie-and-alexandria,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11947.pdf,True
2026-11946,"Revocation of Class E Airspace; Lake Geneva, WI",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-06-15,,2026-07-30,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-6966; Airspace Docket No. 26-AGL-10,https://www.federalregister.gov/documents/2026/06/15/2026-11946/revocation-of-class-e-airspace-lake-geneva-wi,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11946.pdf,True
2026-11945,"Amendment of Class E Airspace; Bedford, IN",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-06-15,,2026-07-30,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-6970; Airspace Docket No. 26-AGL-12,https://www.federalregister.gov/documents/2026/06/15/2026-11945/amendment-of-class-e-airspace-bedford-in,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11945.pdf,True
2026-11944,Pesticide Product Registration; Receipt of Applications for New Uses (February 2026),Notice,Notice of receipt and request for comment.,2026-06-15,,2026-07-15,Environmental Protection Agency,EPA-HQ-OPP-2026-0334; FRL-13199-02-OCSPP,https://www.federalregister.gov/documents/2026/06/15/2026-11944/pesticide-product-registration-receipt-of-applications-for-new-uses-february-2026,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11944.pdf,True
2026-11943,Certain New Chemicals; Receipt and Status Information for February and March 2026,Notice,Notice of receipt and request for comment.,2026-06-15,,2026-07-15,Environmental Protection Agency,EPA-HQ-OPPT-2026-1387; FRL-13202-03-OCSPP,https://www.federalregister.gov/documents/2026/06/15/2026-11943/certain-new-chemicals-receipt-and-status-information-for-february-and-march-2026,https://www.govinfo.gov/content/pkg/FR-2026-06-15/pdf/2026-11943.pdf,True
