document_number,title,type,action,publication_date,effective_on,comments_close_on,agencies,docket_ids,html_url,pdf_url,has_full_text
2026-13981,"Airworthiness Directives; Bombardier, Inc., Airplanes",Rule,Final rule.,2026-07-10,2026-08-14,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-3872; Project Identifier MCAI-2025-01421-T; Amendment 39-23401; AD 2026-14-01,https://www.federalregister.gov/documents/2026/07/10/2026-13981/airworthiness-directives-bombardier-inc-airplanes,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13981.pdf,True
2026-13980,"Establishment of Class E Airspace; Conneaut, OH",Rule,Final rule.,2026-07-10,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-3895; Airspace Docket No. 26-AGL-6,https://www.federalregister.gov/documents/2026/07/10/2026-13980/establishment-of-class-e-airspace-conneaut-oh,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13980.pdf,True
2026-13979,"Airworthiness Directives; CFM International, S.A. Engines",Rule,Final rule; request for comments.,2026-07-10,2026-07-27,2026-08-24,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7214; Project Identifier AD-2026-00225-E; Amendment 39-23407; AD 2026-14-06,https://www.federalregister.gov/documents/2026/07/10/2026-13979/airworthiness-directives-cfm-international-sa-engines,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13979.pdf,True
2026-13978,"Airworthiness Directives; Safran Helicopter Engines, S.A. Engines",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-07-10,,2026-08-24,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7213; Project Identifier MCAI-2026-00150-E,https://www.federalregister.gov/documents/2026/07/10/2026-13978/airworthiness-directives-safran-helicopter-engines-sa-engines,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13978.pdf,True
2026-13977,Airworthiness Directives; Airbus Helicopters,Rule,Final rule.,2026-07-10,2026-08-14,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-2292; Project Identifier MCAI-2024-00043-R; Amendment 39-23402; AD 2026-14-02,https://www.federalregister.gov/documents/2026/07/10/2026-13977/airworthiness-directives-airbus-helicopters,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13977.pdf,True
2026-13976,Certain Fatty Acids From Indonesia and Malaysia: Postponement of Preliminary Determinations in the Less-Than-Fair-Value Investigations,Notice,,2026-07-10,,,Commerce Department; International Trade Administration,"A-560-848, A-557-834",https://www.federalregister.gov/documents/2026/07/10/2026-13976/certain-fatty-acids-from-indonesia-and-malaysia-postponement-of-preliminary-determinations-in-the,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13976.pdf,True
2026-13975,Certain Steel Racks and Parts Thereof From the People's Republic of China: Notice of Court Decision Not in Harmony With the Results of Antidumping Duty Administrative Review; Notice of Amended Final Results,Notice,,2026-07-10,,,Commerce Department; International Trade Administration,A-570-088,https://www.federalregister.gov/documents/2026/07/10/2026-13975/certain-steel-racks-and-parts-thereof-from-the-peoples-republic-of-china-notice-of-court-decision,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13975.pdf,True
2026-13974,Certain Paper Plates From the People's Republic of China: Preliminary Affirmative Determination of Circumvention of the Antidumping Duty and Countervailing Duty Orders,Notice,,2026-07-10,,,Commerce Department; International Trade Administration,"A-570-164, C-570-165",https://www.federalregister.gov/documents/2026/07/10/2026-13974/certain-paper-plates-from-the-peoples-republic-of-china-preliminary-affirmative-determination-of,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13974.pdf,True
2026-13973,Certain Paper Plates From the People's Republic of China: Preliminary Affirmative Determination of Circumvention of the Antidumping Duty and Countervailing Duty Orders,Notice,,2026-07-10,,,Commerce Department; International Trade Administration,"A-570-164, C-570-165",https://www.federalregister.gov/documents/2026/07/10/2026-13973/certain-paper-plates-from-the-peoples-republic-of-china-preliminary-affirmative-determination-of,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13973.pdf,True
2026-13972,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0042,Notice,Sixty-day notice requesting comments.,2026-07-10,,2026-09-08,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0112,https://www.federalregister.gov/documents/2026/07/10/2026-13972/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0042,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13972.pdf,True
2026-13971,Expansion of VA Process for 72-Hour Notification of Emergency Treatment,Rule,Final rule.,2026-07-10,2026-08-10,,Veterans Affairs Department,Docket No. VA-2025-VHA-0007,https://www.federalregister.gov/documents/2026/07/10/2026-13971/expansion-of-va-process-for-72-hour-notification-of-emergency-treatment,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13971.pdf,True
2026-13970,Certification of Tennessee Capital Counsel Mechanism,Notice,Notice.,2026-07-10,1997-07-01,,Justice Department; ,Docket No. OLP180; AG Order No. 7011-2026,https://www.federalregister.gov/documents/2026/07/10/2026-13970/certification-of-tennessee-capital-counsel-mechanism,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13970.pdf,True
2026-13969,Privacy Act of 1974; System of Records,Notice,Notice of a modified system of records.,2026-07-10,,2026-08-10,Housing and Urban Development Department,Docket No. FR-7106-N-23,https://www.federalregister.gov/documents/2026/07/10/2026-13969/privacy-act-of-1974-system-of-records,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13969.pdf,True
2026-13968,Notice of Public Meetings of the New Jersey Advisory Committee to the U.S. Commission on Civil Rights,Notice,Notice of virtual public briefing panels.,2026-07-10,,,Civil Rights Commission,,https://www.federalregister.gov/documents/2026/07/10/2026-13968/notice-of-public-meetings-of-the-new-jersey-advisory-committee-to-the-us-commission-on-civil-rights,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13968.pdf,True
2026-13967,"Final Waiver and Extension of the Project Period With Funding-Title I, Part C Consortium Incentive Grant Program",Rule,Final waiver and extension of the project period with funding.,2026-07-10,2026-07-10,,Education Department,ED-2026-OESE-0826,https://www.federalregister.gov/documents/2026/07/10/2026-13967/final-waiver-and-extension-of-the-project-period-with-funding-title-i-part-c-consortium-incentive,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13967.pdf,True
2026-13966,"Safety Zone; St. Clair River, Port Huron, MI",Rule,Temporary final rule.,2026-07-10,2026-07-16,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0879,https://www.federalregister.gov/documents/2026/07/10/2026-13966/safety-zone-st-clair-river-port-huron-mi,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13966.pdf,True
2026-13964,"Safety Zone; North Atlantic Ocean, Virginia Beach, VA",Rule,Temporary final rule.,2026-07-10,2026-07-10,,Homeland Security Department; Coast Guard,Docket Number USCG-2026-0883,https://www.federalregister.gov/documents/2026/07/10/2026-13964/safety-zone-north-atlantic-ocean-virginia-beach-va,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13964.pdf,True
2026-13963,"Stay of Effective Date for Amendment of Using Agency and Controlling Agency for Restricted Areas R-5301, R-5302A, R-5302B, and R-5302C; NC",Rule,Final rule; stay.,2026-07-10,2026-07-10,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7162; Airspace Docket No. 26-ASO-10,https://www.federalregister.gov/documents/2026/07/10/2026-13963/stay-of-effective-date-for-amendment-of-using-agency-and-controlling-agency-for-restricted-areas,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13963.pdf,True
2026-13962,Charter Re-Establishment for the National Advisory Committee on Rural Health and Human Services,Notice,Notice.,2026-07-10,,,Health and Human Services Department; Health Resources and Services Administration,,https://www.federalregister.gov/documents/2026/07/10/2026-13962/charter-re-establishment-for-the-national-advisory-committee-on-rural-health-and-human-services,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13962.pdf,True
2026-13961,Environmental Impact Statements; Notice of Availability,Notice,,2026-07-10,,,Environmental Protection Agency,FRL OPRM-FAD-230,https://www.federalregister.gov/documents/2026/07/10/2026-13961/environmental-impact-statements-notice-of-availability,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13961.pdf,True
2026-13960,Commission Information Collection Activity (Ferc-555); Comment Request; Extension,Notice,Notice of information collection and request for comments.,2026-07-10,,2026-09-08,Energy Department; Federal Energy Regulatory Commission,Docket No. IC26-32-000,https://www.federalregister.gov/documents/2026/07/10/2026-13960/commission-information-collection-activity-ferc-555-comment-request-extension,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13960.pdf,True
2026-13959,"Northern States Power Company; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",Notice,,2026-07-10,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2417-067,https://www.federalregister.gov/documents/2026/07/10/2026-13959/northern-states-power-company-notice-of-application-ready-for-environmental-analysis-and-soliciting,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13959.pdf,True
2026-13958,"Northern States Power Company; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",Notice,,2026-07-10,,,Energy Department; Federal Energy Regulatory Commission,Project No. 2711-025,https://www.federalregister.gov/documents/2026/07/10/2026-13958/northern-states-power-company-notice-of-application-ready-for-environmental-analysis-and-soliciting,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13958.pdf,True
2026-13957,Combined Notice of Filings,Notice,,2026-07-10,,,Energy Department; Federal Energy Regulatory Commission,,https://www.federalregister.gov/documents/2026/07/10/2026-13957/combined-notice-of-filings,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13957.pdf,True
2026-13956,Combined Notice of Filings #1,Notice,,2026-07-10,,,Energy Department; Federal Energy Regulatory Commission,,https://www.federalregister.gov/documents/2026/07/10/2026-13956/combined-notice-of-filings-1,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13956.pdf,True
2026-13954,Agency Information Collection Activity Under OMB Review: Verification of Eligibility for Burial in a National Cemetery,Notice,Notice.,2026-07-10,,2026-08-10,Veterans Affairs Department,OMB Control No. 2900-0232,https://www.federalregister.gov/documents/2026/07/10/2026-13954/agency-information-collection-activity-under-omb-review-verification-of-eligibility-for-burial-in-a,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13954.pdf,True
2026-13953,Agency Information Collection Activity Under OMB Review: NCA Customer Satisfaction Surveys,Notice,Notice.,2026-07-10,,2026-08-10,Veterans Affairs Department,OMB Control No. 2900-0571,https://www.federalregister.gov/documents/2026/07/10/2026-13953/agency-information-collection-activity-under-omb-review-nca-customer-satisfaction-surveys,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13953.pdf,True
2026-13952,Agency Information Collection Activity: Veterans Employment Through High Technology Education Courses (VET TEC 2.0) Employment or Further Educational Pursuit Certification,Notice,Notice.,2026-07-10,,2026-09-08,Veterans Affairs Department,OMB Control No. 2900-NEW,https://www.federalregister.gov/documents/2026/07/10/2026-13952/agency-information-collection-activity-veterans-employment-through-high-technology-education-courses,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13952.pdf,True
2026-13951,Committee and Quarterly Board Meetings,Notice,Notice of open and closed meetings.,2026-07-10,,,Education Department; National Assessment Governing Board,,https://www.federalregister.gov/documents/2026/07/10/2026-13951/committee-and-quarterly-board-meetings,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13951.pdf,True
2026-13950,Agency Information Collection Activity Under OMB Review: Application in Acquiring Specially Adapted Housing or Special Home Adaptation Grant,Notice,Notice.,2026-07-10,,2026-08-10,Veterans Affairs Department,OMB Control No. 2900-0132,https://www.federalregister.gov/documents/2026/07/10/2026-13950/agency-information-collection-activity-under-omb-review-application-in-acquiring-specially-adapted,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13950.pdf,True
2026-13949,New Postal Products,Notice,Notice.,2026-07-10,,,Postal Regulatory Commission,Docket Nos. MC2026-296 and K2026-293,https://www.federalregister.gov/documents/2026/07/10/2026-13949/new-postal-products,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13949.pdf,True
2026-13948,Wild Bird Conservation Act; Receipt of Permit Applications,Notice,Notice of receipt of permit applications; request for comments.,2026-07-10,,2026-08-10,Interior Department; Fish and Wildlife Service,Docket No. FWS-HQ-IA-2026-1717; FXIA16710900000-267-FF09A30000,https://www.federalregister.gov/documents/2026/07/10/2026-13948/wild-bird-conservation-act-receipt-of-permit-applications,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13948.pdf,True
2026-13947,"Establishment of Class E Airspace; Geneva, OH",Rule,Final rule.,2026-07-10,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-4027; Airspace Docket No. 26-AGL-8,https://www.federalregister.gov/documents/2026/07/10/2026-13947/establishment-of-class-e-airspace-geneva-oh,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13947.pdf,True
2026-13946,"Establishment of Class E Airspace; Monee, IL",Rule,Final rule.,2026-07-10,2026-10-29,,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-5908; Airspace Docket No. 26-AGL-9,https://www.federalregister.gov/documents/2026/07/10/2026-13946/establishment-of-class-e-airspace-monee-il,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13946.pdf,True
2026-13945,Credit Watch Termination Initiative; Terminations of Direct Endorsement (DE) Approval,Notice,Notice.,2026-07-10,,,Housing and Urban Development Department,Docket No. FR-6548-N-04,https://www.federalregister.gov/documents/2026/07/10/2026-13945/credit-watch-termination-initiative-terminations-of-direct-endorsement-de-approval,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13945.pdf,True
2026-13944,"Amendment of Class E Airspace; Bedford, IN",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-07-10,,2026-08-24,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7756; Airspace Docket No. 26-AGL-14,https://www.federalregister.gov/documents/2026/07/10/2026-13944/amendment-of-class-e-airspace-bedford-in,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13944.pdf,True
2026-13943,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0066,Notice,Sixty-Day notice requesting comments.,2026-07-10,,2026-09-08,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0116,https://www.federalregister.gov/documents/2026/07/10/2026-13943/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0066,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13943.pdf,True
2026-13942,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0079,Notice,Sixty-day notice requesting comments.,2026-07-10,,2026-09-08,Homeland Security Department; Coast Guard,Docket No. USCG-2026-0115,https://www.federalregister.gov/documents/2026/07/10/2026-13942/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0079,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13942.pdf,True
2026-13941,"Revocation of Class E Airspace; Point Pleasant, WV",Proposed Rule,Notice of proposed rulemaking (NPRM).,2026-07-10,,2026-08-24,Transportation Department; Federal Aviation Administration,Docket No. FAA-2026-7824; Airspace Docket No. 26-AEA-10,https://www.federalregister.gov/documents/2026/07/10/2026-13941/revocation-of-class-e-airspace-point-pleasant-wv,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13941.pdf,True
2026-13940,Notice of Request for Extension of Approval of an Information Collection; APHIS Pest Reporting and Asian Longhorn Beetle Program,Notice,Extension of approval of an information collection; comment request.,2026-07-10,,2026-09-08,Agriculture Department; Animal and Plant Health Inspection Service,Docket No. APHIS-2026-0991,https://www.federalregister.gov/documents/2026/07/10/2026-13940/notice-of-request-for-extension-of-approval-of-an-information-collection-aphis-pest-reporting-and,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13940.pdf,True
2026-13939,Rescission of Floodplain Management and Protection of Wetlands; Minimum Property Standards for Flood Hazard Exposure; Building to the Federal Flood Risk Management Standard,Proposed Rule,Proposed rule.,2026-07-10,,2026-09-08,Housing and Urban Development Department,Docket No. FR-6527-P-01,https://www.federalregister.gov/documents/2026/07/10/2026-13939/rescission-of-floodplain-management-and-protection-of-wetlands-minimum-property-standards-for-flood,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13939.pdf,True
2026-13938,"Notice of Inventory Completion: History Colorado, Denver, CO",Notice,Notice.,2026-07-10,,,Interior Department; National Park Service,N7284; NPS-WASO-NAGPRA-NPS0043142; PPWOCRADN0-PCU00RP14.R50000,https://www.federalregister.gov/documents/2026/07/10/2026-13938/notice-of-inventory-completion-history-colorado-denver-co,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13938.pdf,True
2026-13937,"Notice of Inventory Completion: History Colorado, Denver, CO",Notice,Notice.,2026-07-10,,,Interior Department; National Park Service,N7285; NPS-WASO-NAGPRA-NPS0043143; PPWOCRADN0-PCU00RP14.R50000,https://www.federalregister.gov/documents/2026/07/10/2026-13937/notice-of-inventory-completion-history-colorado-denver-co,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13937.pdf,True
2026-13936,"Notice of Inventory Completion: History Colorado, Denver, CO",Notice,Notice.,2026-07-10,,,Interior Department; National Park Service,N7287; NPS-WASO-NAGPRA-NPS0043144; PPWOCRADN0-PCU00RP14.R50000,https://www.federalregister.gov/documents/2026/07/10/2026-13936/notice-of-inventory-completion-history-colorado-denver-co,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13936.pdf,True
2026-13935,Aircraft Noise Advisory Committee,Notice,Notice; solicitation of nominations for membership.,2026-07-10,,,Transportation Department; Federal Aviation Administration,,https://www.federalregister.gov/documents/2026/07/10/2026-13935/aircraft-noise-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13935.pdf,True
2026-13934,"Comprehensive Listing of Transactional Documents for Mortgagors, Mortgagees and Contractors",Notice,Notice.,2026-07-10,,2026-09-08,Housing and Urban Development Department,Docket No. FR-7110-N-04; OMB Control No.: 2502-0605,https://www.federalregister.gov/documents/2026/07/10/2026-13934/comprehensive-listing-of-transactional-documents-for-mortgagors-mortgagees-and-contractors,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13934.pdf,True
2026-13933,60-Day Notice of Proposed Information Collection: Tenant Education and Outreach Program,Notice,Notice.,2026-07-10,,2026-09-08,Housing and Urban Development Department,Docket No. FR-7110-N-03; OMB Control No.: 2502-0626,https://www.federalregister.gov/documents/2026/07/10/2026-13933/60-day-notice-of-proposed-information-collection-tenant-education-and-outreach-program,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13933.pdf,True
2026-13932,Initiation of Review of Management Plan for Greater Farallones and Cordell Bank National Marine Sanctuaries; Request for Information,Notice,Initiation of a management plan review; request for information.,2026-07-10,,2026-08-24,Commerce Department; National Oceanic and Atmospheric Administration,,https://www.federalregister.gov/documents/2026/07/10/2026-13932/initiation-of-review-of-management-plan-for-greater-farallones-and-cordell-bank-national-marine,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13932.pdf,True
2026-13931,Privacy Act of 1974; System of Records,Notice,Notice of a modified system of records.,2026-07-10,,2026-08-10,Defense Department; Army Department,Docket ID: USA-2026-HQ-0463,https://www.federalregister.gov/documents/2026/07/10/2026-13931/privacy-act-of-1974-system-of-records,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13931.pdf,True
2026-13929,Agency Information Collection Activities; Submission for OMB Review; Generic Clearance for Collection of Qualitative Feedback on Agency Service Delivery,Notice,Notice of availability; request for comments.,2026-07-10,,2026-08-10,Labor Department; Labor Statistics Bureau,,https://www.federalregister.gov/documents/2026/07/10/2026-13929/agency-information-collection-activities-submission-for-omb-review-generic-clearance-for-collection,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13929.pdf,True
2026-13928,Proposed Information Collection; ATUS Artificial Intelligence (AI) Questions,Notice,Request for comment.,2026-07-10,,2026-09-08,Labor Department; Labor Statistics Bureau,,https://www.federalregister.gov/documents/2026/07/10/2026-13928/proposed-information-collection-atus-artificial-intelligence-ai-questions,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13928.pdf,True
2026-13927,Hydrostatic Testing Provision of the Portable Fire Extinguishers Standard; Extension of the Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,Notice,Request for public comments.,2026-07-10,,2026-09-08,Labor Department; Occupational Safety and Health Administration,Docket No. OSHA-2010-0025,https://www.federalregister.gov/documents/2026/07/10/2026-13927/hydrostatic-testing-provision-of-the-portable-fire-extinguishers-standard-extension-of-the-office-of,https://www.govinfo.gov/content/pkg/FR-2026-07-10/pdf/2026-13927.pdf,True
